0.6845      -0.1997
0.729      -0.1129
0.7705      -0.0251
0.809      0.0628
0.8443      0.1502
0.8763      0.2365
0.9048      0.3209
0.9298      0.4029
0.9511      0.4818
0.9686      0.5569
0.9823      0.6277
0.9921      0.6937
0.998      0.7543
1.0      0.809
0.998      0.8575
0.9921      0.8994
0.9823      0.9343
0.9686      0.962
0.9511      0.9823
0.9298      0.995
0.9048      0.9999
0.8763      0.9972
0.8443      0.9867
0.809      0.9686
0.7705      0.943
0.729      0.9101
0.6845      0.8702
0.6374      0.8235
0.5878      0.7705
0.5358      0.7115
0.4818      0.6471
0.4258      0.5776
0.3681      0.5036
0.309      0.4258
0.2487      0.3446
0.1874      0.2608
0.1253      0.175
0.0628      0.0879
-0.0      0.0
-0.0628      -0.0879
-0.1253      -0.175
-0.1874      -0.2608
-0.2487      -0.3446
-0.309      -0.4258
-0.3681      -0.5036
-0.4258      -0.5776
-0.4818      -0.6471
-0.5358      -0.7115
-0.5878      -0.7705
-0.6374      -0.8235
-0.6845      -0.8702
-0.729      -0.9101
-0.7705      -0.943
-0.809      -0.9686
-0.8443      -0.9867
-0.8763      -0.9972
-0.9048      -0.9999
-0.9298      -0.995
-0.9511      -0.9823
-0.9686      -0.962
-0.9823      -0.9343
-0.9921      -0.8994
-0.998      -0.8575
-1.0      -0.809
-0.998      -0.7543
-0.9921      -0.6937
-0.9823      -0.6277
-0.9686      -0.5569
-0.9511      -0.4818
-0.9298      -0.4029
-0.9048      -0.3209
-0.8763      -0.2365
-0.8443      -0.1502
-0.809      -0.0628
-0.7705      0.0251
-0.729      0.1129
-0.6845      0.1997
-0.6374      0.285
-0.5878      0.3681
-0.5358      0.4484
-0.4818      0.5252
-0.4258      0.5979
-0.3681      0.666
-0.309      0.729
-0.2487      0.7863
-0.1874      0.8375
-0.1253      0.8823
-0.0628      0.9202
-0.0      0.9511
0.0628      0.9745
0.1253      0.9905
0.1874      0.9987
0.2487      0.9993
0.309      0.9921
0.3681      0.9773
0.4258      0.9549
0.4818      0.9251
0.5358      0.8881
0.5878      0.8443
0.6374      0.794
0.6845      0.7375
0.729      0.6753
0.7705      0.6079
0.809      0.5358
0.8443      0.4596
0.8763      0.3798
0.9048      0.297
0.9298      0.212
0.9511      0.1253
0.9686      0.0377
0.9823      -0.0502
0.9921      -0.1378
0.998      -0.2243
1.0      -0.309
0.998      -0.3914
0.9921      -0.4707
0.9823      -0.5464
0.9686      -0.6179
0.9511      -0.6845
0.9298      -0.7459
0.9048      -0.8016
0.8763      -0.851
0.8443      -0.8938
0.809      -0.9298
0.7705      -0.9585
0.729      -0.9799
0.6845      -0.9936
0.6374      -0.9997
0.5878      -0.998
0.5358      -0.9887
0.4818      -0.9716
0.4258      -0.9471
0.3681      -0.9152
0.309      -0.8763
0.2487      -0.8306
0.1874      -0.7785
0.1253      -0.7203
0.0628      -0.6566
-0.0      -0.5878
-0.0628      -0.5144
-0.1253      -0.4371
-0.1874      -0.3564
-0.2487      -0.273
-0.309      -0.1874
-0.3681      -0.1004
-0.4258      -0.0126
-0.4818      0.0753
-0.5358      0.1626
-0.5878      0.2487
-0.6374      0.3328
-0.6845      0.4144
-0.729      0.4927
-0.7705      0.5673
-0.809      0.6374
-0.8443      0.7026
-0.8763      0.7624
-0.9048      0.8163
-0.9298      0.8639
-0.9511      0.9048
-0.9686      0.9387
-0.9823      0.9654
-0.9921      0.9846
-0.998      0.9961
-1.0      1.0
-0.998      0.9961
-0.9921      0.9846
-0.9823      0.9654
-0.9686      0.9387
-0.9511      0.9048
-0.9298      0.8639
-0.9048      0.8163
-0.8763      0.7624
-0.8443      0.7026
-0.809      0.6374
-0.7705      0.5673
-0.729      0.4927
-0.6845      0.4144
-0.6374      0.3328
-0.5878      0.2487
-0.5358      0.1626
-0.4818      0.0753
-0.4258      -0.0126
-0.3681      -0.1004
-0.309      -0.1874
-0.2487      -0.273
-0.1874      -0.3564
-0.1253      -0.4371
-0.0628      -0.5144
0.0      -0.5878
0.0628      -0.6566
0.1253      -0.7203
0.1874      -0.7785
0.2487      -0.8306
0.309      -0.8763
0.3681      -0.9152
0.4258      -0.9471
0.4818      -0.9716
0.5358      -0.9887
0.5878      -0.998
0.6374      -0.9997
0.6845      -0.9936
0.729      -0.9799
0.7705      -0.9585
0.809      -0.9298
0.8443      -0.8938
0.8763      -0.851
0.9048      -0.8016
0.9298      -0.7459
0.9511      -0.6845
0.9686      -0.6179
0.9823      -0.5464
0.9921      -0.4707
0.998      -0.3914
1.0      -0.309
0.998      -0.2243
0.9921      -0.1378
0.9823      -0.0502
0.9686      0.0377
0.9511      0.1253
0.9298      0.212
0.9048      0.297
0.8763      0.3798
0.8443      0.4596
0.809      0.5358
0.7705      0.6079
0.729      0.6753
0.6845      0.7375
0.6374      0.794
0.5878      0.8443
0.5358      0.8881
0.4818      0.9251
0.4258      0.9549
0.3681      0.9773
0.309      0.9921
0.2487      0.9993
0.1874      0.9987
0.1253      0.9905
0.0628      0.9745
-0.0      0.9511
-0.0628      0.9202
-0.1253      0.8823
-0.1874      0.8375
-0.2487      0.7863
-0.309      0.729
-0.3681      0.666
-0.4258      0.5979
-0.4818      0.5252
-0.5358      0.4484
-0.5878      0.3681
-0.6374      0.285
-0.6845      0.1997
-0.729      0.1129
-0.7705      0.0251
-0.809      -0.0628
-0.8443      -0.1502
-0.8763      -0.2365
-0.9048      -0.3209
-0.9298      -0.4029
-0.9511      -0.4818
-0.9686      -0.5569
-0.9823      -0.6277
-0.9921      -0.6937
-0.998      -0.7543
-1.0      -0.809
-0.998      -0.8575
-0.9921      -0.8994
-0.9823      -0.9343
-0.9686      -0.962
-0.9511      -0.9823
-0.9298      -0.995
-0.9048      -0.9999
-0.8763      -0.9972
-0.8443      -0.9867
-0.809      -0.9686
-0.7705      -0.943
-0.729      -0.9101
-0.6845      -0.8702
-0.6374      -0.8235
-0.5878      -0.7705
-0.5358      -0.7115
-0.4818      -0.6471
-0.4258      -0.5776
-0.3681      -0.5036
-0.309      -0.4258
-0.2487      -0.3446
-0.1874      -0.2608
-0.1253      -0.175
-0.0628      -0.0879
0.0      -0.0
